ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
6257,Kind,Atención,Positivo,To do all kinds of sports,
6258,Lugar,Infraestructura,Positivo,Excellent place to share with family,2022-07-08
6259,Lugar,Infraestructura,Positivo,Excellent place to share with family and friends,
6260,Lugar,Infraestructura,Positivo,Excellent place for cycling....,2018-04-11
6261,View,Naturaleza,Positivo,"Excellent place to camp, walk, de-stress, it has all the comforts, incredible views on the trails, sightings of all types of birds, and for me infinite variety in its flora, orchids everywhere",
6262,Lugar,Infraestructura,Positivo,"Excellent place to walk and relax, it has several sections that can be appreciated.",
6263,Lugar,Infraestructura,Positivo,"Excellent place to enjoy with the family, it is wonderful",
6264,Nature,Naturaleza,Positivo,Excellent living nature place,2019-08-04
6265,Nature,Naturaleza,Positivo,Excellent nature place,
6266,Clean,Infraestructura,Positivo,"Excellent place, very clean and tidy",2022-03-03
6267,Lugar,Infraestructura,Positivo,"Excellent, very nice place, it is appropriate to go and take a break alone or with the family, it is",
6268,Nature,Naturaleza,Positivo,"Excellent place, very beautiful, nature at its best",
6269,Lugar,Infraestructura,Positivo,Excellent very nice place,
6270,Lugar,Infraestructura,Positivo,Excellent very nice place,2021-01-10
6271,Lugar,Infraestructura,Positivo,"Excellent place, I fell in love with that beautiful tourist place that has been recommended to every",
6272,Lugar,Infraestructura,Positivo,Excellent place I recommend it,2023-10-09
6273,Lugar,Infraestructura,Positivo,Excellent place full of culture,2024-11-08
6274,Lugar,Infraestructura,Positivo,"Excellent place, Plaza de al Independencia.",2020-03-11
6275,Lugar,Infraestructura,Positivo,Excellent ideal place for family walks,
6276,Lugar,Infraestructura,Positivo,Excellent iconic place!,
6277,Lugar,Infraestructura,Positivo,excellent beautiful place,
6278,Lugar,Infraestructura,Positivo,Excellent family place.,2022-07-08
6279,Lugar,Infraestructura,Positivo,"Excellent family place, cozy and to exercise there are machines.",
6280,Food,Gastronomía,Positivo,"Here you can find many products: clothing, food, exhibitions of local businesses, etc",2024-03-09
6280,Bus,Transporte,Positivo,"Here you can find many products: clothing, food, exhibitions of local businesses, etc",2024-03-09
6280,Near,Ubicación,Positivo,"Excellent place where, every year in the month of September, the traditional ""Loja Fair"" takes place for nearly two hundred years",2024-03-09
6281,Eat,Gastronomía,Positivo,Excellent place where you can recreate and get out of your routine to start getting to know the culture and tradition of Lojana,
6282,Lugar,Infraestructura,Positivo,Excellent place to visit.,
6283,Lugar,Infraestructura,Positivo,Excellent place in Loja to visit and take photos,2017-10-10
6284,Eat,Gastronomía,Positivo,Excellent place for recreation and knowledge,
6285,Lugar,Infraestructura,Positivo,Excellent entertainment place for adults and children,2019-07-08
6286,Eat,Gastronomía,Positivo,Excellent place for distancing and recreation,2024-04-01
6286,Safe,Seguridad,Positivo,"It is safe, clean and you can do various activities, from sports to rowing a boat",2024-04-01
6286,Clean,Infraestructura,Positivo,"It is safe, clean and you can do various activities, from sports to rowing a boat",2024-04-01
6286,Rio,Naturaleza,Positivo,"It is safe, clean and you can do various activities, from sports to rowing a boat",2024-04-01
6287,Lugar,Infraestructura,Positivo,Excellent place for rest and relaxation.,2022-06-12
6288,Lugar,Infraestructura,Positivo,Excellent place of attraction,2018-04-03
6289,Lugar,Infraestructura,Positivo,Excellent cultural place,
6290,View,Naturaleza,Positivo,"Excellent place with several trails to follow, the coolest thing is the viewpoint but I hope to return soon for the tour to the lagoons",
6291,Eat,Gastronomía,Positivo,Excellent place with a variety of recreational games for the little ones at home,2019-06-04
6291,Nature,Naturaleza,Positivo,"In addition, the Lagoon in the middle of the park is perfect for ducks to swim in and make it look more attractive for families who want to get out of the routine and go enjoy nature close to the comfort of their homes",2019-06-04
6292,Eat,Gastronomía,Positivo,Excellent place with large green backs for outdoor recreation and walking,2023-11-09
6292,Green,Naturaleza,Positivo,Excellent place with large green backs for outdoor recreation and walking,2023-11-09
6293,Lugar,Infraestructura,Positivo,Excellent place to visit..!!,
6294,Central,Ubicación,Positivo,"Excellent central place where you can take a break, even charge your phone and be close to everything",
6295,Lugar,Infraestructura,Positivo,Excellent place good visualization,2019-07-09
6296,Lugar,Infraestructura,Positivo,"Excellent place, pure air",
6297,Lugar,Infraestructura,Positivo,Excellent place,
6298,Lugar,Infraestructura,Positivo,Excellent place,2019-05-11
6299,Lugar,Infraestructura,Positivo,Excellent place,
6300,Lugar,Infraestructura,Positivo,Excellent place,2019-03-06
6301,Lugar,Infraestructura,Positivo,Excellent place,
6302,Lugar,Infraestructura,Positivo,Excellent place,2018-06-08
6303,Lugar,Infraestructura,Positivo,Excellent place,2023-10-12
6304,Lugar,Infraestructura,Positivo,Excellent place,
6305,Lugar,Infraestructura,Positivo,Excellent place,
6306,Lugar,Infraestructura,Positivo,Excellent place,
6307,Lugar,Infraestructura,Positivo,Excellent place,
6308,Lugar,Infraestructura,Positivo,Excellent place,2023-01-02
6309,Lugar,Infraestructura,Positivo,Excellent place,
6310,Lugar,Infraestructura,Positivo,Excellent place,2018-07-08
6311,Lugar,Infraestructura,Positivo,Excellent place,2021-03-04
6312,Lugar,Infraestructura,Positivo,Excellent place,2023-03-08
6313,Lugar,Infraestructura,Positivo,Excellent place,2020-04-02
6314,Lugar,Infraestructura,Positivo,Excellent place,2023-06-09
6315,Lugar,Infraestructura,Positivo,Excellent place,
6316,Lugar,Infraestructura,Positivo,Excellent place,2022-06-12
6317,Lugar,Infraestructura,Positivo,Excellent place,
6318,Lugar,Infraestructura,Positivo,Excellent place,
6319,Lugar,Infraestructura,Positivo,Excellent place,
6320,Lugar,Infraestructura,Positivo,Excellent place,2020-12-01
6321,Lugar,Infraestructura,Positivo,Excellent place,
6322,Lugar,Infraestructura,Positivo,Excellent place,
6323,Lugar,Infraestructura,Positivo,Excellent place,
6324,Lugar,Infraestructura,Positivo,Excellent place,2023-12-02
6325,Lugar,Infraestructura,Positivo,Excellent place,2018-02-02
6326,Lugar,Infraestructura,Positivo,Excellent place,2021-06-09
6327,Lugar,Infraestructura,Positivo,Excellent place,
6328,Lugar,Infraestructura,Positivo,Excellent place,
6329,Lugar,Infraestructura,Positivo,Excellent place,
6330,Lugar,Infraestructura,Positivo,Excellent place,
6331,Lugar,Infraestructura,Positivo,Excellent Place,
6332,Lugar,Infraestructura,Positivo,Excellent place,
6333,Lugar,Infraestructura,Positivo,excellent place,2023-09-06
6334,Lugar,Infraestructura,Positivo,Excellent place,2022-07-09
6335,Lugar,Infraestructura,Positivo,Excellent place,2022-11-04
6336,Lugar,Infraestructura,Positivo,Excellent place,
6337,Lugar,Infraestructura,Positivo,Excellent place,
6338,Lugar,Infraestructura,Positivo,Excellent place,
6339,Lugar,Infraestructura,Positivo,Excellent place,
6340,Lugar,Infraestructura,Positivo,Excellent place,
6341,Lugar,Infraestructura,Positivo,Excellent place,2020-04-03
6342,Lugar,Infraestructura,Positivo,Excellent place,
6343,Lugar,Infraestructura,Positivo,Excellent place,
6344,Lugar,Infraestructura,Positivo,Excellent place,2018-05-06
6345,Lugar,Infraestructura,Positivo,Excellent place,2023-11-11
6346,Lugar,Infraestructura,Positivo,Excellent place,2023-07-11
6347,Lugar,Infraestructura,Positivo,Excellent place,2023-12-10
6348,Lugar,Infraestructura,Positivo,Excellent place,
6349,Lugar,Infraestructura,Positivo,Excellent place,
6350,Lugar,Infraestructura,Positivo,Excellent place,
6351,Lugar,Infraestructura,Positivo,Excellent place,
6352,Lugar,Infraestructura,Positivo,Excellent place,
6353,Lugar,Infraestructura,Positivo,Excellent place,
6354,Lugar,Infraestructura,Positivo,Excellent place,
6355,Lugar,Infraestructura,Positivo,Excellent place,
6356,Lugar,Infraestructura,Positivo,Excellent place,
6357,Lugar,Infraestructura,Positivo,Excellent place,2021-05-12
6358,Lugar,Infraestructura,Positivo,Excellent place,
6359,Lugar,Infraestructura,Positivo,Excellent place,
6360,Lugar,Infraestructura,Positivo,Excellent place,
6361,Lugar,Infraestructura,Positivo,Excellent place,2024-04-04
6362,Lugar,Infraestructura,Positivo,Excellent place,
6363,Lugar,Infraestructura,Positivo,Excellent place,
6364,Lugar,Infraestructura,Positivo,Excellent cultural Thursdays.,
6365,City,Ubicación,Positivo,Excellent the city of Malacatos,
6366,Park,Naturaleza,Positivo,Excellent church and park facilities,
6367,Lugar,Infraestructura,Positivo,Excellent beautiful place,
6368,Lugar,Infraestructura,Positivo,Excellent thank you,2019-07-08
6369,Nature,Naturaleza,Positivo,Excellent full nature pure air,
6370,Service,Atención,Positivo,"Excellent experience, easy to get to, all service, interesting history",
6371,Nature,Naturaleza,Positivo,"Excellent experience, there is a high contact with nature and a lot of tranquility, highly recommended",
6372,Lugar,Infraestructura,Positivo,Excellent experience,2023-09-06
6373,Lugar,Infraestructura,Positivo,Excellent experience,2023-11-04
6374,Eat,Gastronomía,Positivo,"It is excellent to be at peace with nature, feel its breeze, breathe fresh air, personally I had the pleasant surprise of meeting and seeing a bear in its natural habitat, at the same time it has some good viewpoints where I could see the city from below",
6374,Fee,Precio,Positivo,"It is excellent to be at peace with nature, feel its breeze, breathe fresh air, personally I had the pleasant surprise of meeting and seeing a bear in its natural habitat, at the same time it has some good viewpoints where I could see the city from below",
6374,Personal,Atención,Positivo,"It is excellent to be at peace with nature, feel its breeze, breathe fresh air, personally I had the pleasant surprise of meeting and seeing a bear in its natural habitat, at the same time it has some good viewpoints where I could see the city from below",
6374,View,Naturaleza,Positivo,"It is excellent to be at peace with nature, feel its breeze, breathe fresh air, personally I had the pleasant surprise of meeting and seeing a bear in its natural habitat, at the same time it has some good viewpoints where I could see the city from below",
6374,Far,Ubicación,Positivo,far,
6375,Eat,Gastronomía,Positivo,Excellent recreational space for all types of activities,
6376,Lugar,Infraestructura,Positivo,Excellent space for the expression of art.,
6377,Lugar,Infraestructura,Positivo,Excellent in the capital,2024-03-05
6378,Garden,Naturaleza,Positivo,"Excellent botanical garden belonging to the National University of Loja, a place where you can see different types of plant species and marvel at its beautiful orchids at the same time so we can relax and spend time with the family",
6379,Park,Naturaleza,Positivo,"Excellent, the park is well presentable",
6380,Lugar,Infraestructura,Positivo,EXCELLENT CARE AND ADMINISTRATION OF THE TEMPLE.,
6381,Lugar,Infraestructura,Positivo,Excellent renovated building,2018-07-08
6382,Lugar,Infraestructura,Positivo,Excellent culture,
6383,Eat,Gastronomía,Positivo,"Excellent creative, very confident",
6384,Lugar,Infraestructura,Positivo,Excellent with many different things,2021-03-11
6385,People,Atención,Positivo,Excellent city with an excellent climate and very friendly people,
6385,City,Ubicación,Positivo,Excellent city with an excellent climate and very friendly people,
6386,Lugar,Infraestructura,Positivo,Excellent cathedral,2019-10-10
6387,Lugar,Infraestructura,Positivo,"Excellent walking outdoors, there is a lack of spaces for the little ones to have fun",2021-10-08
6388,Tree,Naturaleza,Positivo,Excellent street,2024-12-06
6388,Street,Transporte,Positivo,Excellent street,2024-12-06
6389,Fee,Precio,Positivo,Excellent coffee,
6390,Lugar,Infraestructura,Positivo,Excellent beauty to enjoy with the family,
6391,Lugar,Infraestructura,Positivo,Excellent tourist attraction in Loja,2022-08-03
6392,Eat,Gastronomía,Positivo,"Excellent tourist attraction in the city of Loja, recreational areas to enjoy with the family",2022-07-03
6392,Area,Ubicación,Positivo,"Excellent tourist attraction in the city of Loja, recreational areas to enjoy with the family",2022-07-03
6393,City,Ubicación,Positivo,Excellent tourist attraction of the city of Loja,2022-04-12
6394,Lugar,Infraestructura,Positivo,Excellent tourist attraction,
6395,Fee,Precio,Positivo,Excellent service and very good coffee with delicious tamales,
6395,Service,Atención,Positivo,Excellent service and very good coffee with delicious tamales,
6396,Attention,Atención,Positivo,Excellent attention and good care of the church,
6397,Attention,Atención,Positivo,Excellent attention,2024-01-05
6398,Attention,Atención,Positivo,Excellent attention,
6399,Lugar,Infraestructura,Positivo,Excellent architecture and lighting,
