ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
6298,Excellent view of the city of loja,Naturaleza,Positivo,Excellent view of the city of Loja. You have to walk a path,2019-08-10
6299,Excellent view of the city,Naturaleza,Positivo,Excellent view of the city,2022-08-26
6300,Excellent view at the end,Naturaleza,Positivo,Excellent view at the end,2018-08-31
6304,It has several benches to rest,Infraestructura,Neutro,"Excellent, it has several benches to rest",2024-05-08
6305,Excellent theater,Gastronomía,Positivo,"Excellent theater, very well conceived and with great works",2022-11-19
6305,Very well conceived and with great works,Gastronomía,Positivo,"Excellent theater, very well conceived and with great works",2022-11-19
6306,Excellent theater,Gastronomía,Positivo,"Excellent theater, luxury, comfortable, spacious... great sound... I think it is the best in Ecuador",2022-07-29
6306,Great sound,Gastronomía,Positivo,"Excellent theater, luxury, comfortable, spacious... great sound... I think it is the best in Ecuador",2022-07-29
6307,Excellent theatre,Gastronomía,Positivo,"Excellent Theatre,",2019-03-16
6308,Excellent theater for shows,Gastronomía,Positivo,"Excellent theater for shows, a relic beauty",2022-03-02
6309,Excellent theater,Gastronomía,Positivo,Excellent theater,2022-12-11
6310,Excellent theater,Gastronomía,Positivo,Excellent theater,2022-09-05
6311,Excellent location,Ubicación,Positivo,Excellent location,2021-01-23
6314,Excellent place to visit,Infraestructura,Positivo,Excellent place to visit,2024-07-15
6315,Excellent place to walk with the family,Infraestructura,Positivo,Excellent place to walk with the family,2018-01-04
6316,Excellent place to walk with the family,Infraestructura,Positivo,Excellent place to walk with the family,2023-04-02
6317,Excellent place to do a little sport,Infraestructura,Positivo,"Excellent place to do a little sport, walk, rest, talk with someone, read a book, among others. Good atmosphere",2019-05-15
6318,Excellent place to rest,Infraestructura,Positivo,Excellent place to rest.. And dedicate a few minutes to God,2019-06-24
6319,Excellent place to learn about the history of music in loja,Infraestructura,Positivo,"Excellent place to learn about the history of music in Loja, what I like most is the inclusion of a person with a hearing disability as a guide, he did an excellent job, very passionate in his explanation, he also took us to the Matilde Hidalgo de Procel Museos, I recommend visiting",2023-05-29
6319,What i like most is the inclusion of a person with a hearing disability as a guide,Atención,Neutro,"Excellent place to learn about the history of music in Loja, what I like most is the inclusion of a person with a hearing disability as a guide, he did an excellent job, very passionate in his explanation, he also took us to the Matilde Hidalgo de Procel Museos, I recommend visiting",2023-05-29
6320,Excellent recreation site to go with family,Gastronomía,Positivo,"Excellent recreation site to go with family, friends or just to walk, have a picnic, learn about and enjoy our wealth of Bio diversity.",2021-02-25
6321,Excellent services,Atención,Positivo,Excellent services,2022-10-15
6322,Excellent service and quality,Atención,Positivo,Excellent service and quality,2024-02-11
6323,Excellent rental service for recoverable boxes or drawers for slabs,Atención,Positivo,Excellent RENTAL service for recoverable BOXES or DRAWERS for slabs.,2021-12-23
6324,Excellent service,Atención,Positivo,Excellent service,2021-08-26
6325,Excellent service,Atención,Positivo,Excellent service,2022-08-05
6326,Excellent service,Atención,Positivo,Excellent service,2022-08-11
6327,Excellent service,Atención,Positivo,Excellent service,2019-09-25
6328,Excellent service,Atención,Positivo,Excellent service,2022-06-20
6331,Very clean,Infraestructura,Positivo,"Excellent recommendation, very clean",2023-06-07
6336,Excellent piece of nature,Naturaleza,Positivo,"Excellent piece of nature.
It is for adventurers who like hiking and humidity, it is usually cloudy and maintains a rainy climate. If it clears you will have unique views of Loja and its surroundings. The longest route is 5km of approximately 4 hours of travel at a moderate pace.
It is recommended to bring hydration and rain protection.",2018-04-05
6336,If it clears you will have unique views of loja and its surroundings,Naturaleza,Neutro,"Excellent piece of nature.
It is for adventurers who like hiking and humidity, it is usually cloudy and maintains a rainy climate. If it clears you will have unique views of Loja and its surroundings. The longest route is 5km of approximately 4 hours of travel at a moderate pace.
It is recommended to bring hydration and rain protection.",2018-04-05
6337,Excellent cultural heritage of the city of loja,Ubicación,Positivo,"Excellent cultural heritage of the city of Loja, visit it and enjoy",2018-10-30
6338,Excellent park,Naturaleza,Positivo,Excellent park. You can visit all of Europe there! Visit it and you will see,2019-08-27
6338,Visit it and you will see,Naturaleza,Neutro,Excellent park. You can visit all of Europe there! Visit it and you will see,2019-08-27
6339,Excellent park and tourist place,Infraestructura,Positivo,Excellent park and tourist place,2021-10-23
6340,Excellent theme park,Naturaleza,Positivo,"Excellent theme park, variation of architecture and forms of fun",2019-08-12
6341,Excellent theme park in the city of loja,Naturaleza,Positivo,Excellent theme park in the city of Loja,2020-12-22
6342,Excellent park,Naturaleza,Positivo,"Excellent park, kept clean and well maintained, worth being there",2022-06-13
6342,Kept clean and well maintained,Infraestructura,Positivo,"Excellent park, kept clean and well maintained, worth being there",2022-06-13
6342,Worth being there,Precio,Positivo,"Excellent park, kept clean and well maintained, worth being there",2022-06-13
6343,Excellent recreational park to go for a walk with the whole family,Gastronomía,Positivo,"EXCELLENT RECREATIONAL PARK TO GO FOR A WALK WITH THE WHOLE FAMILY, VERY COLORFUL, YOU CAN DO DIFFERENT ACTIVITIES.",2021-02-18
6344,Excellent recreational park,Gastronomía,Positivo,Excellent recreational park,2023-02-21
6345,Excellent recreational park,Gastronomía,Positivo,Excellent recreational park,2019-08-18
6346,Excellent park to breathe fresh air and enjoy your surroundings,Gastronomía,Positivo,Excellent park to breathe fresh air and enjoy your surroundings,2023-02-22
6347,Excellent park to walk with children,Naturaleza,Positivo,Excellent park to walk with children.,2019-09-20
6348,Excellent park to arrive with your own vehicle and get to the city center,Naturaleza,Positivo,Excellent park to arrive with your own vehicle and get to the city center.,2018-08-03
6349,Excellent park for walking,Naturaleza,Positivo,"Excellent park for walking, children's games and food",2022-02-24
6349,Children's games and food,Gastronomía,Neutro,"Excellent park for walking, children's games and food",2022-02-24
6350,Excellent park for biking and getting fresh air,Naturaleza,Positivo,Excellent park for biking and getting fresh air,2018-07-09
6351,Excellent park,Naturaleza,Positivo,"Excellent park, very good theme, recommended",2022-05-29
6352,Excellent very nice park for the family,Naturaleza,Positivo,Excellent very nice park for the family,2024-05-28
6353,Excellent park in the city of loja,Naturaleza,Positivo,"Excellent park in the city of Loja. We spent several nights parked there, the place is ideal for travelers, since from there you can explore the city. In addition, the place is ideal for playing sports, walking and eating something delicious outdoors.",2023-03-24
6353,We spent several nights parked there,Naturaleza,Neutro,"Excellent park in the city of Loja. We spent several nights parked there, the place is ideal for travelers, since from there you can explore the city. In addition, the place is ideal for playing sports, walking and eating something delicious outdoors.",2023-03-24
6353,The place is ideal for travelers,Infraestructura,Neutro,"Excellent park in the city of Loja. We spent several nights parked there, the place is ideal for travelers, since from there you can explore the city. In addition, the place is ideal for playing sports, walking and eating something delicious outdoors.",2023-03-24
6353,Since from there you can explore the city,Ubicación,Neutro,"Excellent park in the city of Loja. We spent several nights parked there, the place is ideal for travelers, since from there you can explore the city. In addition, the place is ideal for playing sports, walking and eating something delicious outdoors.",2023-03-24
6353,The place is ideal for playing sports,Infraestructura,Neutro,"Excellent park in the city of Loja. We spent several nights parked there, the place is ideal for travelers, since from there you can explore the city. In addition, the place is ideal for playing sports, walking and eating something delicious outdoors.",2023-03-24
